date,price
2000-08-31,7.509657382965088
2000-09-30,7.021180152893066
2000-10-31,6.24643087387085
2000-11-30,5.592731952667236
2000-12-31,6.391693592071533
2001-01-31,7.265507698059082
2001-02-28,6.393645286560059
2001-03-31,5.804655075073242
2001-04-30,5.909280300140381
2001-05-31,5.70778226852417
2001-06-30,5.572160720825195
2001-07-31,4.92117166519165
2001-08-31,4.293429851531982
2001-09-30,3.7599732875823975
2001-10-31,3.8825807571411133
2001-11-30,4.614139080047607
2001-12-31,5.190398216247559
2002-01-31,4.720398902893066
2002-02-28,5.578653335571289
2002-03-31,5.407003879547119
2002-04-30,5.333439826965332
2002-05-31,4.945181369781494
2002-06-30,3.964320421218872
2002-07-31,2.8526737689971924
2002-08-31,3.2899742126464844
2002-09-30,2.3663299083709717
2002-10-31,3.036585807800293
2002-11-30,2.9875431060791016
2002-12-31,3.261366128921509
2003-01-31,3.258580207824707
2003-02-28,3.0846798419952393
2003-03-31,3.4573252201080322
2003-04-30,4.181914329528809
2003-05-31,4.397221565246582
2003-06-30,4.393081188201904
2003-07-31,4.521437168121338
2003-08-31,5.07626485824585
2003-09-30,5.254305362701416
2003-10-31,5.784291744232178
2003-11-30,6.115532875061035
2003-12-31,7.038867473602295
2004-01-31,6.730396747589111
2004-02-29,7.0424580574035645
2004-03-31,7.084624767303467
2004-04-30,6.030365943908691
2004-05-31,5.962891578674316
2004-06-30,6.203265190124512
2004-07-31,6.641839981079102
2004-08-31,7.177402496337891
2004-09-30,7.818390846252441
2004-10-31,7.923818588256836
2004-11-30,8.79252815246582
2004-12-31,9.378698348999023
2005-01-31,9.278372764587402
2005-02-28,10.794611930847168
2005-03-31,9.812506675720215
2005-04-30,9.41190242767334
2005-05-31,10.24756145477295
2005-06-30,10.691235542297363
2005-07-31,10.928146362304688
2005-08-31,12.099786758422852
2005-09-30,14.352619171142578
2005-10-31,13.60311222076416
2005-11-30,14.559370994567871
2005-12-31,14.37415599822998
2006-01-31,18.119216918945312
2006-02-28,18.062232971191406
2006-03-31,17.509979248046875
2006-04-30,19.394655227661133
2006-05-31,16.195085525512695
2006-06-30,17.146196365356445
2006-07-31,17.299598693847656
2006-08-31,17.168100357055664
2006-09-30,16.861297607421875
2006-10-31,18.399723052978516
2006-11-30,19.4428653717041
2006-12-31,20.534225463867188
2007-01-31,21.139345169067383
2007-02-28,20.49956512451172
2007-03-31,22.020708084106445
2007-04-30,23.515010833740234
2007-05-31,26.525970458984375
2007-06-30,27.478899002075195
2007-07-31,28.454225540161133
2007-08-31,27.53706932067871
2007-09-30,32.905799865722656
2007-10-31,38.29689025878906
2007-11-30,36.21650314331055
2007-12-31,36.10466003417969
2008-01-31,34.73180389404297
2008-02-29,37.92845916748047
2008-03-31,34.97700500488281
2008-04-30,41.0115852355957
2008-05-31,45.0618896484375
2008-06-30,40.54390335083008
2008-07-31,37.153114318847656
2008-08-31,33.55854797363281
2008-09-30,25.75200843811035
2008-10-31,17.222877502441406
2008-11-30,16.079565048217773
2008-12-31,16.001819610595703
2009-01-31,16.9821720123291
2009-02-28,16.360294342041016
2009-03-31,18.034587860107422
2009-04-30,21.574527740478516
2009-05-31,26.40608787536621
2009-06-30,25.33932113647461
2009-07-31,27.785106658935547
2009-08-31,28.079364776611328
2009-09-30,32.62821960449219
2009-10-31,33.202247619628906
2009-11-30,36.88762664794922
2009-12-31,35.990413665771484
2010-01-31,32.2166862487793
2010-02-28,34.04938888549805
2010-03-31,36.6739387512207
2010-04-30,35.986663818359375
2010-05-31,31.634014129638672
2010-06-30,30.7923583984375
2010-07-31,35.19529342651367
2010-08-31,33.880096435546875
2010-09-30,38.480796813964844
2010-10-31,38.525794982910156
2010-11-30,37.430625915527344
2010-12-31,38.705814361572266
2011-01-31,37.88306427001953
2011-02-28,38.43682098388672
2011-03-31,40.113616943359375
2011-04-30,40.22229766845703
2011-05-31,38.92847442626953
2011-06-30,37.96070098876953
2011-07-31,37.082366943359375
2011-08-31,34.41823959350586
2011-09-30,27.32965850830078
2011-10-31,32.773521423339844
2011-11-30,31.013208389282227
2011-12-31,30.156688690185547
2012-01-31,34.733360290527344
2012-02-29,36.628875732421875
2012-03-31,34.23566436767578
2012-04-30,31.905977249145508
2012-05-31,27.553722381591797
2012-06-30,27.373701095581055
2012-07-31,28.324731826782227
2012-08-31,28.47054672241211
2012-09-30,29.19418716430664
2012-10-31,28.810754776000977
2012-11-30,27.854909896850586
