date,price
1996-04-30,3.212919235229492
1996-05-31,3.1941301822662354
1996-06-30,3.1377625465393066
1996-07-31,3.006239175796509
1996-08-31,3.0626072883605957
1996-09-30,3.1184773445129395
1996-10-31,3.2524001598358154
1996-11-30,3.3480594158172607
1996-12-31,3.36719012260437
1997-01-31,3.248688220977783
1997-02-28,3.326037883758545
1997-03-31,3.306701183319092
1997-04-30,3.403388023376465
1997-05-31,3.480738401412964
1997-06-30,3.5967628955841064
1997-07-31,3.577425479888916
1997-08-31,3.22935152053833
1997-09-30,3.4883854389190674
1997-10-31,3.049844741821289
1997-11-30,2.9302432537078857
1997-12-31,2.970109701156616
1998-01-31,3.2317795753479004
1998-02-28,3.2117080688476562
1998-03-31,3.3120734691619873
1998-04-30,3.2920002937316895
1998-05-31,3.0310490131378174
1998-06-30,3.0310490131378174
1998-07-31,2.9708292484283447
1998-08-31,2.448927402496338
1998-09-30,2.722444772720337
1998-10-31,2.9271399974823
1998-11-30,3.1318349838256836
1998-12-31,3.111365556716919
1999-01-31,3.280646562576294
1999-02-28,3.260143756866455
1999-03-31,3.3216559886932373
1999-04-30,3.752239465713501
1999-05-31,3.424175262451172
1999-06-30,3.6702237129211426
1999-07-31,3.6087114810943604
1999-08-31,3.280646562576294
1999-09-30,3.458777904510498
1999-10-31,3.374929189682007
1999-11-30,3.458777904510498
1999-12-31,3.71032452583313
2000-01-31,3.5692338943481445
2000-02-29,3.4642558097839355
2000-03-31,3.3172876834869385
2000-04-30,3.3382835388183594
2000-05-31,3.1703195571899414
2000-06-30,3.63222074508667
2000-07-31,3.4012699127197266
2000-08-31,3.3382835388183594
2000-09-30,3.2637383937835693
2000-10-31,3.091963291168213
2000-11-30,3.1134350299835205
2000-12-31,3.2637383937835693
2001-01-31,3.4197802543640137
2001-02-28,3.257756233215332
2001-03-31,2.8613088130950928
2001-04-30,3.2405176162719727
2001-05-31,3.261202096939087
2001-06-30,3.34049129486084
2001-07-31,3.223282814025879
2001-08-31,3.223282814025879
2001-09-30,2.7107949256896973
2001-10-31,3.087000608444214
2001-11-30,3.273345708847046
2001-12-31,3.322570562362671
2002-01-31,3.386500358581543
2002-02-28,3.3653125762939453
2002-03-31,3.4959700107574463
2002-04-30,3.4959700107574463
2002-05-31,3.7149085998535156
2002-06-30,3.531283378601074
2002-07-31,3.2275936603546143
2002-08-31,3.3370630741119385
2002-09-30,3.051028251647949
2002-10-31,3.238186836242676
2002-11-30,3.400625467300415
2002-12-31,3.2064051628112793
2003-01-31,3.429084300994873
2003-02-28,3.374596357345581
2003-03-31,3.4835715293884277
2003-04-30,3.7160520553588867
2003-05-31,3.934001922607422
2003-06-30,4.032080173492432
2003-07-31,3.98122501373291
2003-08-31,4.122892379760742
2003-09-30,4.271824359893799
2003-10-31,4.613282203674316
2003-11-30,4.60964822769165
2003-12-31,4.853024959564209
2004-01-31,5.082879543304443
2004-02-29,5.347373008728027
2004-03-31,5.393370628356934
2004-04-30,4.9870476722717285
2004-05-31,5.059879779815674
2004-06-30,5.144211292266846
2004-07-31,5.075211048126221
2004-08-31,5.190210819244385
2004-09-30,5.565866947174072
2004-10-31,5.930026531219482
2004-11-30,6.374680995941162
2004-12-31,6.401514053344727
2005-01-31,6.678714275360107
2005-02-28,7.039831638336182
2005-03-31,6.730302810668945
2005-04-30,6.682682514190674
2005-05-31,6.646968841552734
2005-06-30,7.016024589538574
2005-07-31,7.146980285644531
2005-08-31,7.337458610534668
2005-09-30,7.781913757324219
2005-10-31,7.345396995544434
2005-11-30,7.480319499969482
2005-12-31,7.464446544647217
2006-01-31,8.384269714355469
2006-02-28,8.162334442138672
2006-03-31,8.228094100952148
2006-04-30,9.01720142364502
2006-05-31,8.548667907714844
2006-06-30,8.528120040893555
2006-07-31,8.614428520202637
2006-08-31,8.852803230285645
2006-09-30,8.713067054748535
2006-10-31,9.461073875427246
2006-11-30,9.8720703125
2006-12-31,9.658350944519043
2007-01-31,10.299920082092285
2007-02-28,10.592727661132812
2007-03-31,11.174039840698242
2007-04-30,11.664921760559082
2007-05-31,12.013704299926758
2007-06-30,12.259145736694336
2007-07-31,12.073991775512695
2007-08-31,12.030932426452637
2007-09-30,13.688735008239746
2007-10-31,14.946083068847656
2007-11-30,13.6241455078125
2007-12-31,12.409856796264648
2008-01-31,12.103827476501465
2008-02-29,11.950728416442871
2008-03-31,11.599507331848145
2008-04-30,12.5090913772583
2008-05-31,13.18002700805664
2008-06-30,11.919207572937012
2008-07-31,11.203248023986816
2008-08-31,10.725939750671387
2008-09-30,9.248984336853027
2008-10-31,6.749865531921387
2008-11-30,6.150979042053223
2008-12-31,6.308579921722412
2009-01-31,5.5922369956970215
2009-02-28,5.404383182525635
2009-03-31,6.449617385864258
2009-04-30,7.075793743133545
2009-05-31,7.933171272277832
2009-06-30,8.092126846313477
2009-07-31,9.145339965820312
2009-08-31,9.792712211608887
2009-09-30,10.918367385864258
2009-10-31,10.594681739807129
2009-11-30,11.271038055419922
2009-12-31,11.03431510925293
2010-01-31,10.483195304870605
2010-02-28,10.999902725219727
2010-03-31,11.928983688354492
2010-04-30,11.645787239074707
2010-05-31,9.991331100463867
2010-06-30,9.429910659790039
2010-07-31,10.810980796813965
2010-08-31,10.56516170501709
2010-09-30,11.909636497497559
2010-10-31,12.275856971740723
2010-11-30,11.799271583557129
2010-12-31,12.762474060058594
2011-01-31,12.793712615966797
2011-02-28,13.431596755981445
2011-03-31,13.693951606750488
2011-04-30,14.542753219604492
2011-05-31,13.745394706726074
2011-06-30,13.400729179382324
2011-07-31,13.1920804977417
2011-08-31,12.73681926727295
2011-09-30,10.497148513793945
2011-10-31,12.422846794128418
2011-11-30,12.171664237976074
2011-12-31,11.219283103942871
2012-01-31,12.64125919342041
2012-02-29,12.819381713867188
2012-03-31,12.689838409423828
2012-04-30,12.867961883544922
2012-05-31,11.205488204956055
2012-06-30,11.793828964233398
2012-07-31,12.774225234985352
2012-08-31,12.934042930603027
2012-09-30,13.11038875579834
2012-10-31,13.54575252532959
2012-11-30,13.760668754577637
2012-12-31,13.854361534118652
2013-01-31,14.913586616516113
2013-02-28,15.347521781921387
2013-03-31,15.438874244689941
2013-04-30,16.044097900390625
2013-05-31,13.937235832214355
2013-06-30,12.892376899719238
2013-07-31,13.597199440002441
2013-08-31,13.725800514221191
2013-09-30,14.77219295501709
2013-10-31,15.590597152709961
2013-11-30,14.824800491333008
2013-12-31,14.246075630187988
2014-01-31,13.817277908325195
2014-02-28,14.962715148925781
2014-03-31,15.514455795288086
2014-04-30,15.862284660339355
2014-05-31,15.928250312805176
2014-06-30,15.670376777648926
2014-07-31,16.18758201599121
2014-08-31,16.534587860107422
2014-09-30,14.574299812316895
2014-10-31,15.481392860412598
2014-11-30,14.385581016540527
2014-12-31,13.49675464630127
2015-01-31,13.77933406829834
2015-02-28,14.885703086853027
2015-03-31,14.370237350463867
2015-04-30,14.65939998626709
2015-05-31,14.16908073425293
2015-06-30,13.219862937927246
2015-07-31,13.467960357666016
2015-08-31,12.006568908691406
