date,adjclose
2004-06-30,40.53415298461914
2004-07-30,41.15496826171875
2004-08-31,42.869354248046875
2004-09-30,43.27637481689453
2004-10-29,44.04008483886719
2004-11-30,42.98497772216797
2004-12-31,44.12786865234375
2005-01-31,45.702640533447266
2005-02-28,45.029815673828125
2005-03-31,44.82506561279297
2005-04-29,46.55765151977539
2005-05-31,48.0184211730957
2005-06-30,49.05791091918945
2005-07-29,47.39937973022461
2005-08-31,49.047203063964844
2005-09-30,47.27519989013672
2005-10-31,46.215797424316406
2005-11-30,46.534828186035156
2005-12-30,47.922332763671875
2006-01-31,47.28097152709961
2006-02-28,47.804752349853516
2006-03-31,45.62017059326172
2006-04-28,44.364463806152344
2006-05-31,44.279815673828125
2006-06-30,44.80152893066406
2006-07-31,45.770755767822266
2006-08-31,47.169559478759766
2006-09-29,48.0728645324707
2006-10-31,48.47985076904297
2006-11-30,49.59884262084961
2006-12-29,48.26185989379883
2007-01-31,47.78155517578125
2007-02-28,49.400840759277344
2007-03-30,48.560874938964844
2007-04-30,49.00033187866211
2007-05-31,47.86658477783203
2007-06-29,47.38147735595703
2007-07-31,48.95406723022461
2007-08-31,49.829261779785156
2007-09-28,49.94292068481445
2007-10-31,50.849979400634766
2007-11-30,53.571102142333984
2007-12-31,53.23480987548828
2008-01-31,54.35050582885742
2008-02-29,54.10304641723633
2008-03-31,55.260257720947266
2008-04-30,53.886329650878906
2008-05-30,52.43770980834961
2008-06-30,53.82925796508789
2008-07-31,53.63149642944336
2008-08-29,55.10061264038086
2008-09-30,55.913841247558594
2008-10-31,54.87348937988281
2008-11-28,62.743072509765625
2008-12-31,71.30903625488281
2009-01-30,61.98834991455078
2009-02-27,61.03871154785156
2009-03-31,63.5091667175293
2009-04-30,59.093971252441406
2009-05-29,56.91054916381836
2009-06-30,57.337974548339844
2009-07-31,57.66820526123047
2009-08-31,58.95477294921875
2009-09-30,60.4039306640625
2009-10-30,58.823699951171875
2009-11-30,59.53718185424805
2009-12-31,55.75917053222656
2010-01-29,57.26032638549805
2010-02-26,57.06419372558594
2010-03-31,55.89018630981445
2010-04-30,57.746761322021484
2010-05-28,60.69669723510742
2010-06-30,64.21577453613281
2010-07-30,63.60802459716797
2010-08-31,68.94534301757812
2010-09-30,67.20771026611328
2010-10-29,64.2039566040039
2010-11-30,63.119388580322266
2010-12-31,60.7845458984375
2011-01-31,58.91170883178711
2011-02-28,59.883827209472656
2011-03-31,59.90137481689453
2011-04-29,61.302581787109375
2011-05-31,63.400821685791016
2011-06-30,61.927974700927734
2011-07-29,64.66182708740234
2011-08-31,70.91307067871094
2011-09-30,80.27784729003906
2011-10-31,77.20382690429688
2011-11-30,78.73951721191406
2011-12-30,81.45199584960938
2012-01-31,81.18328857421875
2012-02-29,79.0749740600586
2012-03-30,75.7253646850586
2012-04-30,79.38607788085938
2012-05-31,86.5509262084961
2012-06-29,85.09845733642578
2012-07-31,88.34691619873047
2012-08-31,87.18171691894531
2012-09-28,84.97361755371094
2012-10-31,84.5622787475586
2012-11-30,85.54254150390625
2012-12-31,83.41450500488281
2013-01-31,80.75751495361328
2013-02-28,81.75780487060547
2013-03-28,81.41487121582031
2013-04-30,85.22911834716797
2013-05-31,79.46680450439453
2013-06-28,76.86725616455078
2013-07-31,75.13158416748047
2013-08-30,74.12449645996094
2013-09-30,74.6076431274414
2013-10-31,75.67485809326172
2013-11-29,73.62919616699219
2013-12-31,72.25254821777344
2014-01-31,76.80645751953125
2014-02-28,77.2089614868164
2014-03-31,77.77429962158203
2014-04-30,79.40375518798828
2014-05-30,81.74584197998047
2014-06-30,81.54043579101562
2014-07-31,82.08193969726562
2014-08-29,85.95930480957031
2014-09-30,84.14360046386719
2014-10-31,86.5152587890625
2014-11-28,89.08250427246094
2014-12-31,91.97884368896484
2015-01-30,101.00726318359375
2015-02-27,94.80709838867188
2015-03-31,95.84257507324219
2015-04-30,92.55980682373047
2015-05-29,90.36384582519531
2015-06-30,86.68426513671875
2015-07-31,90.62493133544922
2015-08-31,90.0000228881836
2015-09-30,91.77025604248047
2015-10-30,91.39509582519531
2015-11-30,90.60208892822266
2015-12-31,90.33282470703125
2016-01-29,95.36717987060547
2016-02-29,98.31012725830078
2016-03-31,98.21837615966797
2016-04-29,97.49496459960938
2016-05-31,98.28025817871094
2016-06-30,105.09516906738281
2016-07-29,107.30477142333984
2016-08-31,106.21727752685547
2016-09-30,104.61511993408203
2016-10-31,100.03233337402344
2016-11-30,91.81594848632812
2016-12-30,91.39115142822266
2017-01-31,92.13532257080078
2017-02-28,93.59528350830078
2017-03-31,92.98217010498047
2017-04-28,94.44499206542969
2017-05-31,96.22797393798828
2017-06-30,96.98992919921875
2017-07-31,96.35144805908203
2017-08-31,99.63575744628906
2017-09-29,97.32134246826172
2017-10-31,97.28380584716797
2017-11-30,98.00675201416016
2017-12-29,99.78325653076172
2018-01-31,96.53480529785156
2018-02-28,93.59870910644531
2018-03-29,96.27532196044922
2018-04-30,94.26493835449219
2018-05-31,96.15438079833984
2018-06-29,96.77536010742188
2018-07-31,95.38481903076172
2018-08-31,96.63630676269531
2018-09-28,93.86837005615234
2018-10-31,91.11750030517578
2018-11-30,92.7459945678711
2018-12-31,98.17485809326172
2019-01-31,98.54652404785156
2019-02-28,97.19013214111328
2019-03-29,102.60525512695312
2019-04-30,100.56229400634766
2019-05-31,107.43995666503906
2019-06-28,108.4607925415039
2019-07-31,108.73896789550781
2019-08-30,120.75365447998047
2019-09-30,117.5176010131836
2019-10-31,116.20941162109375
2019-11-29,115.73624420166016
2019-12-31,112.03560638427734
2020-01-31,120.65242004394531
2020-02-28,128.64747619628906
2020-03-31,136.85086059570312
2020-04-30,138.51904296875
2020-05-29,136.07843017578125
2020-06-30,136.5365447998047
2020-07-31,142.59217834472656
2020-08-31,135.3961944580078
2020-09-30,136.443359375
2020-10-30,131.82447814941406
2020-11-30,134.01785278320312
2020-12-31,132.37255859375
2021-01-29,127.56382751464844
2021-02-26,120.2505874633789
2021-03-31,113.9431381225586
2021-04-30,116.78612518310547
2021-05-28,116.78865814208984
2021-06-30,121.94970703125
2021-07-30,126.48209381103516
2021-08-31,126.05187225341797
2021-09-30,122.38754272460938
2021-10-29,125.40438079833984
2021-11-30,128.8799591064453
2021-12-31,126.28462982177734
2022-01-31,121.34195709228516
2022-02-28,119.36041259765625
2022-03-31,112.86197662353516
2022-04-29,102.22600555419922
2022-05-31,99.92257690429688
2022-06-30,98.64898681640625
2022-07-29,101.04718017578125
2022-08-31,96.44636535644531
2022-09-30,88.50391387939453
2022-10-31,83.2251968383789
2022-11-30,89.17665100097656
2022-12-30,86.84019470214844
2023-01-31,93.47795104980469
2023-02-28,88.94374084472656
2023-03-31,93.24801635742188
2023-04-28,93.56355285644531
2023-05-31,90.74234771728516
2023-06-30,90.93933868408203
2023-07-31,88.6256103515625
2023-08-31,85.8409194946289
2023-09-29,79.01558685302734
2023-10-31,74.69880676269531
2023-11-30,82.11185455322266
2023-12-29,89.24388885498047
2024-01-31,87.24021911621094
2024-02-29,85.27538299560547
2024-03-28,85.9429931640625
2024-04-30,80.39498138427734
2024-05-31,82.71598052978516
2024-06-28,84.21903228759766
2024-07-31,87.2761459350586
2024-08-30,89.11873626708984
