date,adjclose
2007-05-31,70.7945785522461
2007-06-29,71.10372924804688
2007-07-31,71.38780975341797
2007-08-31,71.69184112548828
2007-09-28,71.82797241210938
2007-10-31,72.1106185913086
2007-11-30,72.39581298828125
2007-12-31,72.56645202636719
2008-01-31,72.85174560546875
2008-02-29,72.97084045410156
2008-03-31,73.14115142822266
2008-04-30,73.09333038330078
2008-05-30,73.16357421875
2008-06-30,73.33448791503906
2008-07-31,73.47206115722656
2008-08-29,73.5297622680664
2008-09-30,73.90352630615234
2008-10-31,73.73161315917969
2008-11-28,73.69467163085938
2008-12-31,73.71708679199219
2009-01-30,73.86199951171875
2009-02-27,73.85871887207031
2009-03-31,73.85391235351562
2009-04-30,73.8990478515625
2009-05-29,73.90705871582031
2009-06-30,73.89736938476562
2009-07-31,73.85063934326172
2009-08-31,73.90225219726562
2009-09-30,73.92158508300781
2009-10-30,73.9248275756836
2009-11-30,73.89420318603516
2009-12-31,73.91674041748047
2010-01-29,73.91674041748047
2010-02-26,73.90065002441406
2010-03-31,73.90065002441406
2010-04-30,73.86842346191406
2010-05-28,73.90065002441406
2010-06-30,73.91674041748047
2010-07-30,73.8845443725586
2010-08-31,73.8845443725586
2010-09-30,73.8845443725586
2010-10-29,73.90065002441406
2010-11-30,73.90065002441406
2010-12-31,73.8845443725586
2011-01-31,73.8845443725586
2011-02-28,73.8845443725586
2011-03-31,73.8845443725586
2011-04-29,73.8845443725586
2011-05-31,73.90065002441406
2011-06-30,73.90065002441406
2011-07-29,73.90065002441406
2011-08-31,73.90065002441406
2011-09-30,73.8845443725586
2011-10-31,73.85226440429688
2011-11-30,73.86842346191406
2011-12-30,73.85553741455078
2012-01-31,73.8393783569336
2012-02-29,73.85553741455078
2012-03-30,73.8393783569336
2012-04-30,73.85553741455078
2012-05-31,73.85553741455078
2012-06-29,73.82329559326172
2012-07-31,73.82329559326172
2012-08-31,73.82329559326172
2012-09-28,73.82329559326172
2012-10-31,73.8393783569336
2012-11-30,73.82329559326172
2012-12-31,73.82329559326172
2013-01-31,73.82329559326172
2013-02-28,73.82329559326172
2013-03-28,73.82329559326172
2013-04-30,73.80718231201172
2013-05-31,73.82329559326172
2013-06-28,73.80718231201172
2013-07-31,73.80718231201172
2013-08-30,73.80718231201172
2013-09-30,73.79107666015625
2013-10-31,73.77494049072266
2013-11-29,73.75879669189453
2013-12-31,73.75879669189453
2014-01-31,73.75879669189453
2014-02-28,73.77494049072266
2014-03-31,73.75879669189453
2014-04-30,73.75879669189453
2014-05-30,73.75879669189453
2014-06-30,73.7426986694336
2014-07-31,73.72663116455078
2014-08-29,73.7426986694336
2014-09-30,73.7426986694336
2014-10-31,73.72663116455078
2014-11-28,73.72663116455078
2014-12-31,73.7104721069336
2015-01-30,73.69430541992188
2015-02-27,73.69430541992188
2015-03-31,73.69430541992188
2015-04-30,73.67829132080078
2015-05-29,73.66212463378906
2015-06-30,73.66212463378906
2015-07-31,73.66212463378906
2015-08-31,73.66212463378906
2015-09-30,73.62994384765625
2015-10-30,73.61375427246094
2015-11-30,73.62994384765625
2015-12-31,73.61375427246094
2016-01-29,73.62994384765625
2016-02-29,73.62994384765625
2016-03-31,73.62994384765625
2016-04-29,73.66212463378906
2016-05-31,73.66212463378906
2016-06-30,73.64603424072266
2016-07-29,73.67829132080078
2016-08-31,73.67829132080078
2016-09-30,73.69430541992188
2016-10-31,73.7104721069336
2016-11-30,73.67829132080078
2016-12-30,73.6943588256836
2017-01-31,73.72663879394531
2017-02-28,73.76367950439453
2017-03-31,73.75086212158203
2017-04-28,73.80571746826172
2017-05-31,73.81697082519531
2017-06-30,73.89292907714844
2017-07-31,73.91716766357422
2017-08-31,74.00128936767578
2017-09-29,74.0546875
2017-10-31,74.10651397705078
2017-11-30,74.14704132080078
2017-12-29,74.20220184326172
2018-01-31,74.2996597290039
2018-02-28,74.36141204833984
2018-03-29,74.45821380615234
2018-04-30,74.5355224609375
2018-05-31,74.64722442626953
2018-06-29,74.75825500488281
2018-07-31,74.86203002929688
2018-08-31,74.98072814941406
2018-09-28,75.08570098876953
2018-10-31,75.21379089355469
2018-11-30,75.35362243652344
2018-12-31,75.4913558959961
2019-01-31,75.6234359741211
2019-02-28,75.76316833496094
2019-03-29,75.89578247070312
2019-04-30,76.04188537597656
2019-05-31,76.2032241821289
2019-06-28,76.34153747558594
2019-07-31,76.47927856445312
2019-08-30,76.60891723632812
2019-09-30,76.7329330444336
2019-10-31,76.85624694824219
2019-11-29,76.939453125
2019-12-31,77.02530670166016
2020-01-31,77.1179428100586
2020-02-28,77.20906066894531
2020-03-31,77.36695098876953
2020-04-30,77.35175323486328
2020-05-29,77.33821105957031
2020-06-30,77.33821105957031
2020-07-31,77.34668731689453
2020-08-31,77.34668731689453
2020-09-30,77.32976531982422
2020-10-30,77.33821105957031
2020-11-30,77.32976531982422
2020-12-31,77.33232116699219
2021-01-29,77.33232116699219
2021-02-26,77.3238754272461
2021-03-31,77.31539916992188
2021-04-30,77.31539916992188
2021-05-28,77.30696105957031
2021-06-30,77.29009246826172
2021-07-30,77.2816390991211
2021-08-31,77.27315521240234
2021-09-30,77.2816390991211
2021-10-29,77.27315521240234
2021-11-30,77.25627899169922
2021-12-31,77.25627899169922
2022-01-31,77.25627899169922
2022-02-28,77.23938751220703
2022-03-31,77.2748794555664
2022-04-29,77.26642608642578
2022-05-31,77.29176330566406
2022-06-30,77.3517837524414
2022-07-29,77.3797378540039
2022-08-31,77.52962493896484
2022-09-30,77.68989562988281
